date,Overnight,1 Month,3 Months,12 Months
2025-01-20,3.8594,3.9128,3.9,4.0
2025-01-21,3.05071,3.9,3.9,4.0
2025-01-22,2.805,3.88244,3.88315,3.96702
2025-01-23,2.8,3.78387,3.86637,3.95
2025-01-24,3.16726,3.80571,3.83399,3.9481
2025-01-27,4.08345,3.84333,3.83149,3.93982
2025-01-28,4.37191,3.82917,3.81351,3.93982
2025-02-03,3.65452,3.73589,3.76839,3.92583
2025-02-04,3.94476,3.7,3.79857,3.92702
2025-02-05,3.94929,3.68387,3.79857,3.94411
2025-02-06,4.105,3.77613,3.81351,3.92845
2025-02-07,4.05607,3.79458,3.83024,3.95982
2025-02-10,3.59286,3.77458,3.81244,3.96018
2025-02-11,3.04988,3.7469,3.80994,3.95804
2025-02-12,2.67905,3.62101,3.78387,3.95946
2025-02-13,3.0,3.64452,3.77631,3.98107
2025-02-14,3.02821,3.67298,3.79101,3.98887
2025-02-17,4.23512,3.87726,3.90929,4.01923
2025-02-18,4.10143,3.94964,3.95762,4.01887
2025-02-19,4.14333,4.06625,4.02583,4.05071
2025-02-20,3.98833,4.05833,4.0,4.06089
2025-02-21,3.8381,4.05946,4.06196,4.11762
2025-02-24,3.45845,4.06018,4.05946,4.11726
2025-02-25,2.97488,3.93827,4.0125,4.08077
2025-02-26,3.6131,3.99714,4.0419,4.11268
2025-02-27,3.38179,3.98155,4.0128,4.11816
2025-02-28,3.77202,3.96018,4.01351,4.13696
2025-03-03,3.08381,3.87226,3.97441,4.10357
2025-03-04,3.12595,3.87155,3.98601,4.10143
2025-03-05,3.02131,3.85518,3.98387,4.10994
2025-03-06,2.93238,3.84149,3.96958,4.10994
2025-03-07,2.71857,3.79714,3.9206,4.07393
2025-03-10,3.02238,3.8,3.91821,4.07619
2025-03-11,3.88191,3.9128,3.97643,4.09173
2025-03-12,3.27226,3.83792,3.91536,4.05923
2025-03-13,2.6675,3.8,3.90232,4.05446
2025-03-14,2.63833,3.75143,3.84381,4.05375
2025-03-17,2.62,3.75143,3.85613,4.05375
2025-03-18,2.70143,3.78315,3.87488,4.06232
2025-03-19,2.71464,3.8,3.9,4.06232
2025-03-20,2.82202,3.8128,3.9256,4.06917
2025-03-21,2.96917,3.82988,3.9275,4.07345
2025-03-24,2.8,3.8122,3.91458,4.07345
2025-03-25,2.8,3.8,3.91066,4.07345
2025-03-26,2.76833,3.8,3.91137,4.08244
2025-03-27,2.72036,3.77441,3.88458,4.05851
2025-03-28,3.04119,3.73661,3.88315,4.05446
2025-03-31,3.85476,3.7275,3.88244,4.05304
2025-04-01,2.9,3.6256,3.83131,4.03387
2025-04-02,2.88119,3.4872,3.8,3.98601
2025-04-03,3.0,3.43667,3.78387,3.97274
2025-04-07,3.0456,3.45554,3.78673,3.95518
2025-04-08,3.08333,3.51179,3.8,3.95518
2025-04-09,3.05762,3.5,3.8,3.93351
2025-04-10,3.18714,3.51137,3.8,3.95214
2025-04-11,3.13167,3.52917,3.8,3.96018
2025-04-14,3.19036,3.65119,3.88435,4.00952
2025-04-15,3.04167,3.6128,3.85768,4.0
2025-04-16,3.09857,3.58381,3.85536,4.0
2025-04-17,3.32192,3.58212,3.85596,4.0
2025-04-22,3.33179,3.60101,3.85036,4.0
2025-04-23,3.58536,3.7,3.88577,4.0
2025-04-24,3.84976,3.76208,3.91536,4.0
2025-04-25,4.02179,3.82994,3.9406,4.0128
2025-04-28,4.21107,4.0131,4.04363,4.0903
2025-04-29,4.27774,4.06851,4.06601,4.1
2025-04-30,4.5,3.95333,3.9872,4.05446
2025-05-02,4.3,3.98363,4.01399,4.07083
2025-05-06,3.41393,3.65506,3.74119,3.85488
2025-05-07,2.49905,3.08,3.38292,3.60929
2025-05-08,0.38952,2.09452,2.77036,3.35345
2025-05-09,0.09786,1.93655,2.78238,3.24095
2025-05-12,0.07167,1.92321,2.65066,3.26393
2025-05-13,0.0444,1.56595,2.27595,3.09655
2025-05-14,0.03863,1.32976,2.05083,3.04429
2025-05-15,0.0575,1.35083,2.11964,3.14405
2025-05-16,0.06196,1.29798,2.19619,3.25107
2025-05-19,0.03577,1.19048,2.145,3.25702
2025-05-20,0.02667,0.96036,1.98726,3.26595
2025-05-21,0.03577,0.7578,1.80845,3.22071
2025-05-22,0.02833,0.66613,1.70976,3.18071
2025-05-23,0.02702,0.58964,1.55286,3.08964
2025-05-26,0.02336,0.56917,1.36952,3.02786
2025-05-27,0.02887,0.60119,1.36714,2.93
2025-05-28,0.02774,0.59589,1.37774,2.95417
2025-05-29,0.02816,0.58857,1.32286,2.95917
2025-05-30,0.03143,0.58762,1.32286,2.9125
2025-06-02,0.02458,0.88893,1.70786,3.02679
2025-06-03,0.02027,0.87423,1.76048,3.06262
2025-06-04,0.01289,0.76952,1.7528,3.07774
2025-06-05,0.01949,0.7,1.77226,3.11107
2025-06-06,0.02182,0.63952,1.73881,3.08476
2025-06-09,0.02,0.55982,1.71964,3.03952
2025-06-10,0.02,0.54524,1.69714,3.01393
2025-06-11,0.02,0.62119,1.72226,3.02268
2025-06-12,0.02,0.63185,1.72857,3.01607
2025-06-13,0.01818,0.5981,1.7,2.99036
2025-06-16,0.01854,0.53952,1.62393,3.00613
2025-06-17,0.02917,0.52452,1.55566,2.99685
2025-06-18,0.01967,0.5403,1.54095,2.97268
2025-06-19,0.02,0.53506,1.52958,2.97196
2025-06-20,0.01979,0.52845,1.51464,2.96792
2025-06-23,0.01777,0.68363,1.5175,2.98304
2025-06-24,0.02,0.74714,1.55071,2.98661
2025-06-25,0.02071,0.90964,1.71179,3.00393
2025-06-26,0.0375,0.96554,1.76339,3.01649
2025-06-27,0.03393,0.83036,1.71179,2.98214
2025-06-30,0.02839,0.72744,1.67958,2.96274
2025-07-02,0.02,0.72958,1.70589,2.90869
2025-07-03,0.02039,0.7125,1.7,2.90601
2025-07-04,0.02982,0.85875,1.78435,2.9231
2025-07-07,0.08373,1.05446,1.81488,2.95506
2025-07-08,0.04042,1.07488,1.81464,2.93304
2025-07-09,0.0697,1.10143,1.80393,2.925
2025-07-10,0.07113,1.03304,1.8,2.89685
2025-07-11,0.08935,1.08191,1.84857,2.92786
2025-07-14,0.2,1.14857,1.90214,2.92411
2025-07-15,0.1997,1.13905,1.9128,2.93923
2025-07-16,0.12095,1.17482,2.00536,2.97125
2025-07-17,0.18905,1.17726,2.03976,2.97006
2025-07-18,0.13232,1.07321,1.93256,2.92452
2025-07-21,0.19006,0.91036,1.8322,2.90441
2025-07-22,0.19512,0.92958,1.79238,2.90655
2025-07-23,0.18512,0.93817,1.78101,2.88976
2025-07-24,0.2203,0.89857,1.7628,2.88762
2025-07-25,0.26857,0.91679,1.75,2.88762
2025-07-28,0.56941,1.02321,1.70262,2.88762
2025-07-29,0.48315,1.02143,1.70214,2.85524
2025-07-30,0.42494,1.03244,1.62179,2.80113
2025-07-31,0.18506,1.03363,1.6175,2.80185
2025-08-01,0.17994,0.9931,1.61821,2.78976
2025-08-04,0.13387,0.93762,1.58244,2.69643
2025-08-06,0.13738,0.87774,1.61607,2.67298
2025-08-07,0.20143,0.96494,1.64702,2.66042
2025-08-08,0.27274,0.95893,1.62679,2.65589
2025-08-11,0.19417,0.95202,1.62893,2.64381
2025-08-12,0.16423,0.90893,1.6,2.6431
2025-08-13,0.17708,0.91036,1.60637,2.61786
2025-08-14,0.37619,1.04524,1.72488,2.61964
2025-08-15,0.76935,1.45095,1.8606,2.67143
2025-08-18,1.96768,2.01393,2.18333,2.76637
2025-08-19,2.89393,2.57417,2.57488,2.93393
2025-08-20,2.78762,2.85774,2.92595,3.18405
2025-08-21,2.7981,2.84191,2.87548,3.15274
2025-08-22,2.76786,2.7706,2.83738,3.12071
2025-08-25,2.66345,2.7272,2.78952,3.08161
2025-08-26,2.7375,2.81464,2.91393,3.09863
2025-08-27,3.12357,3.2331,3.2731,3.23393
2025-08-28,3.98226,3.30649,3.3072,3.30363
2025-08-29,4.00012,3.29655,3.29583,3.27167
2025-09-01,4.64714,3.15345,3.19226,3.17976
2025-09-02,2.88679,3.14816,3.21107,3.21036
2025-09-03,2.30298,2.84964,3.01179,3.13887
2025-09-04,2.42179,2.96702,3.07946,3.17482
2025-09-05,2.52274,3.00018,3.10863,3.1881
2025-09-09,2.61607,3.04369,3.10869,3.16893
2025-09-10,2.60512,3.08625,3.16631,3.17036
2025-09-11,2.41536,3.0372,3.14875,3.17036
2025-09-12,2.63333,3.16196,3.22173,3.22738
2025-09-15,3.06107,3.19036,3.3,3.28577
2025-09-16,2.88262,3.2175,3.3431,3.32887
2025-09-17,2.90917,3.21107,3.29756,3.33125
2025-09-18,3.06,3.36089,3.39827,3.35732
2025-09-19,3.24536,3.41607,3.42673,3.36161
2025-09-22,4.13429,3.6131,3.55774,3.38976
2025-09-23,4.4525,3.91107,3.73881,3.41607
2025-09-25,3.69893,3.62202,3.53458,3.38762
2025-09-26,3.93024,3.60661,3.52036,3.38173
2025-09-29,3.71536,3.59804,3.52714,3.38905
2025-09-30,5.01798,3.53762,3.52571,3.38691
2025-10-02,3.6,3.49685,3.54024,3.38619
2025-10-03,3.62036,3.51464,3.58905,3.38619
2025-10-06,3.7675,3.58667,3.60232,3.38905
2025-10-08,3.46214,3.55417,3.61714,3.38691
2025-10-09,3.41917,3.52036,3.5931,3.37054
2025-10-10,3.54131,3.48435,3.58577,3.36821
2025-10-13,3.59571,3.44024,3.52321,3.32631
2025-10-14,3.56393,3.50423,3.57226,3.36536
2025-10-15,3.34476,3.42417,3.53066,3.3225
2025-10-16,3.42417,3.46494,3.53155,3.35738
2025-10-17,3.61524,3.53167,3.59173,3.3294
2025-10-20,3.78393,3.57857,3.60613,3.33024
2025-10-21,3.84191,3.66411,3.68679,3.32988
2025-10-22,3.17595,3.53185,3.61768,3.30756
2025-10-23,3.03952,3.54095,3.61393,3.32512
2025-10-24,2.91345,3.47292,3.57268,3.33405
2025-10-27,2.9325,3.5,3.59262,3.35417
2025-10-28,3.26679,3.43738,3.55637,3.3431
2025-10-30,3.07464,3.41536,3.541,3.37387
2025-10-31,3.85667,3.42911,3.54899,3.40077
2025-11-03,3.0381,3.38173,3.54095,3.38583
2025-11-04,2.79691,3.315,3.52816,3.38619
2025-11-05,2.57464,3.16131,3.45286,3.35702
2025-11-06,2.5225,3.11845,3.46982,3.34685
2025-11-07,2.37226,3.04637,3.44137,3.34756
2025-11-10,2.2475,3.02268,3.41506,3.34827
2025-11-11,2.64821,3.01982,3.43357,3.34613
2025-11-12,2.68738,3.11661,3.45774,3.36393
2025-11-13,2.53548,3.09756,3.49048,3.38482
2025-11-14,2.08667,3.06351,3.46982,3.38411
2025-11-17,1.81179,3.00429,3.43476,3.3931
2025-11-18,1.62202,2.87762,3.41571,3.3675
2025-11-19,1.0625,2.28369,3.05774,3.1928
2025-11-20,1.37369,2.41036,3.0809,3.21202
2025-11-21,1.5331,2.495,3.08435,3.23601
2025-11-24,1.46988,2.6256,3.08363,3.24452
2025-11-25,1.37107,2.81369,3.1431,3.26018
2025-11-26,1.92869,2.97768,3.2,3.27607
2025-11-27,3.36905,3.2428,3.22643,3.26571
2025-11-28,3.0869,3.18286,3.17167,3.23762
2025-12-01,1.18976,2.93488,2.94107,3.23548
2025-12-02,1.18512,2.80232,2.86607,3.13577
2025-12-03,1.47512,2.88458,3.00827,3.17083
2025-12-04,2.06821,3.03482,3.03458,3.1481
2025-12-05,2.08024,3.07512,3.07191,3.13696
2025-12-08,1.79048,3.09571,3.05661,3.1353
2025-12-09,1.80435,3.13316,3.07417,3.14196
2025-12-10,1.62464,3.11435,3.07155,3.14238
2025-12-11,1.59929,3.13387,3.05494,3.13792
2025-12-12,1.7081,3.03952,3.02696,3.12679
2025-12-15,1.73012,2.97554,2.98821,3.1
2025-12-16,1.99429,3.12756,3.08958,3.11399
2025-12-17,2.49607,3.25381,3.12655,3.12655
2025-12-18,2.55333,3.18363,3.10494,3.12702
2025-12-19,2.54833,3.16798,3.0881,3.0931
2025-12-22,2.52036,3.1175,3.01542,3.0856
2025-12-23,2.9481,3.10637,3.02958,3.0931
2025-12-24,4.02393,3.28911,3.09494,3.09202
2025-12-29,3.99786,3.3506,3.08435,3.09167
2025-12-30,3.88036,3.21107,3.03607,3.09238
2025-12-31,4.38226,3.07548,2.93244,3.07673
2026-01-02,2.79857,2.6225,2.81179,2.9803
2026-01-05,2.66155,2.67226,2.81607,2.99571
2026-01-06,3.29786,2.97869,2.99071,3.07696
2026-01-07,3.65119,2.95518,2.97262,3.06982
2026-01-08,4.00357,3.00798,2.99524,3.07518
2026-01-09,2.87905,2.86369,2.9125,3.01393
2026-01-12,2.39286,2.83881,2.89,3.01393
2026-01-13,1.46405,2.69,2.83411,2.98625
2026-01-14,1.32917,2.64786,2.80071,2.99899
2026-01-15,2.14452,2.84857,2.90423,3.01464
2026-01-16,1.90429,2.84095,2.86244,3.0078
2026-01-19,2.52441,2.77673,2.84286,3.00566
2026-01-20,2.00071,2.75923,2.85589,3.00637
2026-01-21,1.64976,2.72893,2.83273,2.98649
2026-01-22,2.08786,2.80405,2.90566,3.0
2026-01-23,2.16786,2.79292,2.88506,3.0
2026-01-26,2.11167,2.78167,2.85637,3.0
2026-01-27,2.15536,2.74571,2.84786,3.00339
2026-01-28,1.82321,2.66321,2.83917,3.00494
2026-01-29,1.89857,2.65,2.82298,2.99685
2026-01-30,2.17964,2.61357,2.82595,2.98363
2026-02-27,2.55191,2.41321,2.58363,2.84101
